pickup_zip,count,avg_trip_time,avg_trip_distance,avg_total_amount,avg_tip_amount
11378,12742,1143.38581070476,5.19315335198797,47.0214818115542,7.18149666680829
11379,2235,757.945413870246,3.6129753899971,25.1082577461703,4.23304298363894
11385,8927,1027.36518427243,3.57797692483161,22.3739868783006,3.462507522161
11411,392,1556.58163265306,8.12045918318576,46.1303265795988,6.62457517964242
11412,386,1164.60103626943,4.91611399300339,35.6689501058989,5.27895028270699
11413,1089,1593.49678604224,10.0263820121935,66.2103813134008,10.4970550801431
11414,1131,1623.76657824934,10.2344297314677,68.0312226317835,10.064522622097
11415,5996,894.134589726484,4.30610407066014,25.3343910903512,3.93305389273116
11416,751,881.368841544607,4.36725699303848,36.2215479308092,4.85786610773948
11417,1750,1386.64114285714,6.45241714249658,46.3279594094961,7.05798659393651
11418,4101,965.391367959034,4.71529382724479,40.4610394945705,5.80463768710237
11419,2374,1604.78559393429,4.05116259241861,37.425921373118,5.25373858191268
11420,5508,1748.24763979666,10.1015069030693,66.4966752445684,9.40633846165139
11421,2347,1080.63953983809,4.78376651906163,26.8599144398657,3.45794871448476
11422,700,1230.59714285714,6.83179999061993,49.1177096806425,6.58606143824902
11423,1303,1082.18035303147,3.47464313543904,22.2273950972957,3.17616765890103
11426,1181,633.563082133785,3.80495342807994,52.1049598684311,7.115840004161
11427,916,995.266375545851,6.5241593983427,40.3242910558527,7.49669089304453
11428,327,1030.82874617737,4.87018348420158,28.7595966900549,4.91217741322133
11429,720,919.5125,4.39904166643197,27.7626944596539,4.32080838437231
11430,3109044,2549.60081523452,29.8953507604579,62.5802856358322,9.31568141979681
11432,6271,842.345877850423,4.00593844800386,27.1938096594878,4.3614813022014
11433,732,1230.43306010929,4.60668032563958,37.0699997942386,7.19874536645396
11434,3354,1705.24269528921,9.35465115965963,55.8904188352023,7.5649734046595
11435,31515,2045.36652387752,106.611475491064,64.5224078579113,9.52930901725319
11436,22984,2686.37069265576,14.3501640265729,69.737699821689,10.2471563124435
11691,476,1431.92016806723,5.48653359946349,59.033194201688,9.77552082912169
11692,256,1979.5390625,7.22085938636883,125.611584588158,12.8185974637773
11693,169,1494.76923076923,7.26982247640968,61.3149328994751,7.75333328525225
11694,131,806.717557251908,4.73564887979558,46.473235309124,4.47676471576971
11697,41,775.780487804878,4.21317071885597,48.6205557717217,6.98444438311789
