doy,count,avg_trip_time,avg_trip_distance,avg_total_amount,avg_tip_amount
201,374211,946.675541338977,3.0694790903355,17.9742021411201,2.78958260119323
202,375036,948.410165957401,2.94116831392571,17.9425908172638,2.78336403002815
203,392078,971.768801105902,3.3649822069155,18.3132790147722,2.84281731230569
204,404102,962.203433786519,3.00595344690653,18.2230548721564,2.82212918331983
205,403878,926.276026423821,3.39342271652719,17.9266501930112,2.73799888518147
206,387034,856.438591958329,23.8906187386168,16.7763699293374,2.52792923198128
207,349537,846.387246557589,3.31661186047544,17.8915231511491,2.70816468087006
208,348629,887.704439389724,3.12182555081518,18.2084108182273,2.8154638559337
209,384234,893.331063882946,2.88497459839136,17.4631403285211,2.7115196104247
210,405923,912.410673945551,2.8690820672018,17.5641559827245,2.72876570704686
211,390844,1014.11613073247,2.9365224743421,18.3671503189436,2.82602464311678
212,397815,-8146.51944496814,33.8026037603707,18.6043217596159,2.82360644936423
213,389728,857.998747844651,3.0407982232887,17.0004774211656,2.56331617555775
214,348541,828.910535632824,4.2040486880303,17.8689502528539,2.70487989648579
215,348819,866.925431240844,3.1066034819694,17.9881203216391,2.78278879468986
216,376465,910.05706240952,5.58683442419029,17.5637580036568,2.71845235482376
217,391642,910.384573156097,2.95536285670485,17.7243807259289,2.75389170957412
218,391002,938.33485506468,11.4918563075083,18.082912096944,2.79437787096195
219,386930,918.280536531155,55.0181085466392,17.8663202625837,2.73334105361807
220,363549,827.481063075404,3.17791841160597,16.8167832480354,2.53437104424453
221,317615,862.438046062056,3.44441761256701,18.3887205764591,2.78559824940245
222,321006,860.679292598892,3.19714712437335,18.1763184630496,2.79913875421083
223,357209,863.607232740496,21.9395654642466,17.2418898071722,2.67110774246401
224,370323,929.863964701085,7.314737755651,17.9976492912246,2.77928652359758
225,380992,953.734054783303,3.02160499396765,18.1684542571246,2.80262452722071
226,377925,950.008430244096,3.42117995295719,18.1455502813561,2.769119097126
227,370379,849.299606619166,3.03981478402999,16.9600292603363,2.54872276489315
228,335299,819.781195291367,3.36018192654395,18.0129173106049,2.73072534226883
229,338247,866.084760544809,21.0725785982694,18.0052724043853,2.77888510584995
230,370681,874.519233518848,11.8747625857268,17.3997289883331,2.69207283270266
231,380357,894.548660863347,2.95917606301243,17.6900860043134,2.73959001571676
232,388317,927.657988190061,2.98832106195541,17.8596833991723,2.74711632007767
233,381052,911.150743205652,28.7945270765568,18.0950168428764,2.75459377274686
234,357435,844.553865737826,3.05541919488852,16.8175704568832,2.52439727889353
235,316240,834.007652415887,3.47696831504406,18.2809662668257,2.76043188275642
236,317591,841.69226772799,9.87744564524726,18.0429549107883,2.7763374824637
237,346943,860.957846101521,7.78692756440895,17.3920903063321,2.68551636353184
238,356497,892.559673713944,7.54224879844634,17.676292630483,2.72941033335613
239,368367,920.547060404434,3.05007644535088,17.9705649055004,2.77218280804363
240,367124,916.190646756954,3.08550958215592,17.9235705121509,2.72814551385466
241,359028,850.177066969707,3.03661809080597,16.812138730491,2.52263488630506
242,332559,826.544676283005,3.3590648875889,17.9232648540604,2.70340219105949
243,322442,841.070933687299,3.13863364594999,17.8031087008907,2.74380560869244
244,352785,880.355995861502,2.9668886996349,17.4527963709655,2.6968625654872
245,368359,901.37257675257,2.94365746404881,17.4252412175315,2.70183804455808
246,378290,941.240199317984,3.37587290170256,17.9044301750243,2.76428305511947
247,362215,910.622889720194,3.14085849521868,17.977569749395,2.73017831192847
248,331641,841.630280936314,3.1128707848229,16.8700506259867,2.53631460241733
249,300961,857.038948568087,3.24048232173623,17.3740350844021,2.59753643520852
250,284320,810.738301913337,3.68483807003302,18.9101149639861,2.86912013079946
251,374896,963.434349793009,3.07504065125462,18.3403907511949,2.82232463762545
252,396662,1063.65522535559,19.9443089832749,18.4697292672593,2.8571672361162
253,401271,1131.50580530365,15.4887288136159,18.9233283784988,2.90902811628875
254,411777,1076.78905086977,3.82282609082022,18.8734955482167,2.87870256085761
255,433864,965.364425257684,2.8890386610228,16.8599051727676,2.53150911016933
256,382996,904.49622450365,3.2512112395183,17.7285134096333,2.68044709798955
257,345874,643.671198181997,71.6114298847724,18.1005657354204,2.79061715973849
258,377652,953.903792380287,4.91043722813706,18.0054099501174,2.79820656405263
259,400429,1072.38262962972,2.98544895591261,18.8090035030818,2.91221722895618
260,410912,1090.11639231758,3.05886491503877,19.0851171935809,2.95279718369972
261,428139,1070.04055925762,3.04637386451705,18.755617670783,2.88167022991378
262,442543,960.903322389011,20.9936116715095,16.9271896795471,2.55712138549961
263,393050,867.564714412925,3.32165632815275,17.9345703624427,2.70580672081292
264,359066,460.805097113066,3.12532556666455,18.3399593588892,2.84267709604697
265,367802,906.659439046008,2.87444567957479,17.310346322562,2.69158700745756
266,358590,851.378989932792,2.94362229847531,17.1192021413588,2.66968932257429
267,324746,848.036942718309,3.16830011739801,17.8186124879415,2.78759278044604
268,365190,875.200873517895,3.06719132501482,17.4299293137181,2.68340543135402
269,427332,988.129108047139,2.92290383069478,17.0174786526444,2.55804126810813
270,378594,967.329336967834,3.4223440406122,18.5538043787241,2.8121063949168
271,323275,1075.28284278091,3.46391351462111,20.1957605015933,3.1264093670696
272,360478,1026.18944845455,2.98324585690052,18.6064780307969,2.89219808556542
273,381354,1067.73921867871,3.00674580559975,18.8104672563309,2.92359935648204
274,394043,1094.28821220019,10.6658164464642,19.04728869957,2.94908190115193
275,414289,1050.41964667177,2.89169516909837,18.0882657346552,2.78704335012576
276,412691,883.013121197215,6.85058657362125,15.8958541476669,2.42106300892288
277,365206,901.127207658144,3.25457580093367,17.6539577239656,2.69221110787605
278,344810,874.849319915316,6.98951880705881,17.9799210890712,2.79083927861561
279,374278,936.552086951411,10.9791697879577,17.8104896081353,2.77737422836322
280,390959,1017.07210474756,3.01029506858725,18.5478935410132,2.89182097273549
281,407578,1058.80253595631,3.05377991439026,18.8280222948416,2.92268647834535
282,402648,1094.72969193936,3.07495735653858,19.0121573880177,2.91662454534589
283,432672,935.750663320021,2.97355648104157,17.12063231702,2.58882517079688
284,378262,968.625894221466,3.33417821480685,18.4841465194435,2.79755055306366
285,328405,893.141170201428,3.37118965865838,18.4737812187635,2.85619089383843
286,379473,990.4823926867,3.04156522318836,18.3532895515472,2.84433243259182
287,392801,444.069890351603,2.99424046734678,18.4236199002943,2.86117212747122
288,407496,1080.83631495769,10.4203844451384,18.8236121906823,2.91555991116908
289,430414,1061.86713954472,3.01825268208063,18.5195594188751,2.84413967982748
290,459236,956.165831946973,2.83269693551445,16.6041434759782,2.52381761730911
291,400212,937.235327776279,3.25074035726477,18.0204966108114,2.74154670937843
292,366862,937.68565291581,3.12493875022427,18.3422255258185,2.85054113988236
293,377804,1001.5792871436,2.95390006411576,18.2065867089454,2.82547388711845
294,389756,1072.7886703476,2.98971117786663,18.9017080306518,2.94141871416688
295,410692,1049.42234326454,6.37010713624253,18.728550616527,2.90379212873549
296,428675,1052.22514492331,3.01435556036017,18.4887884469892,2.84324832689627
297,436244,977.091907281246,9.77521045510689,16.9092960533361,2.56255012493187
298,390337,910.980301636791,3.28008177533627,17.943504602956,2.73977968036633
299,356914,957.242069518147,3.12510089257366,18.4655968725545,2.85771674076836
300,381755,971.900734764443,2.88988571174733,17.8853148634552,2.77979506563087
301,386939,1050.7212713115,2.82932893819377,18.1210230788041,2.81830064562054
302,403670,1099.25875343721,3.05653261297659,19.0694453458296,2.93773566024839
303,428785,1091.547369894,2.98112228731529,18.6336339023843,2.842953165571
